1,896,1,10,0,22,0,0
1,892,2,10,0,22,0,0
1,852,3,4,0,28,0,0
1,846,4,4,0,28,0,0
1,839,1,10,0,24,0,0
1,800,2,8,0,26,0,0
1,756,3,9,0,25,0,0
1,752,4,9,0,25,0,0
1,744,1,10,0,27,0,0
1,709,2,5,0,32,0,0
1,664,3,1,0,36,0,0
1,627,1,10,0,43,0,0
1,584,2,7,0,46,0,0
1,543,1,10,0,39,0,0
1,519,2,2,0,31,0,0
1,471,1,10,0,29,0,0
1,430,2,2,0,21,0,0
1,392,1,10,0,17,0,0
1,354,2,4,0,11,0,0
1,310,1,6,0,6,0,0
1,269,2,5,0,5,0,0
1,222,3,5,0,5,0,0
1,182,4,5,0,5,0,3
1,179,1,10,0,25,0,3
1,143,2,8,0,27,0,3
1,105,3,1,0,34,0,3
1,73,1,10,0,11,0,3
1,68,2,10,0,11,0,3
1,25,3,5,0,6,6,3
1,14,1,10,0,31,7,3
2,900,2,6,0,35,7,3
2,861,3,5,0,36,7,3
2,857,1,10,0,48,7,3
2,850,2,10,0,48,7,3
2,816,3,9,0,49,7,3
2,810,4,9,0,49,7,3
2,802,1,10,0,14,7,3
2,772,1,10,0,27,7,3
2,731,2,10,0,27,7,3
2,698,3,1,0,36,7,3
2,655,4,1,0,36,7,3
2,643,1,10,0,9,7,3
2,615,2,7,0,12,7,3
2,579,3,3,0,16,7,3
2,559,1,10,0,21,7,3
2,516,1,10,0,33,7,3
2,477,2,6,0,37,7,3
2,436,1,10,0,46,7,3
2,390,2,7,0,49,7,3
2,365,3,6,0,50,7,3
2,325,1,10,0,42,7,3
2,288,2,9,0,41,7,3
2,280,1,10,0,11,7,3
2,244,1,10,0,50,7,3
2,232,1,10,0,27,7,3
2,206,1,10,0,41,7,3
2,178,2,1,0,50,7,3
2,156,3,1,0,50,7,3
2,120,1,10,0,49,7,3
2,97,2,5,0,44,7,3
2,91,3,9,0,48,7,3
2,87,1,10,0,43,7,3
2,76,1,10,0,43,7,3
2,69,1,10,0,13,7,3
2,63,2,7,0,10,7,9
2,51,1,10,0,28,9,9
2,35,2,2,0,36,9,9
2,32,3,2,0,36,9,9
2,20,4,1,0,37,9,9
2,16,1,10,0,9,9,9
3,895,1,10,0,20,9,9
3,863,2,8,0,22,9,9
3,819,3,5,0,25,9,9
3,816,4,5,0,25,9,9
3,806,1,10,0,27,9,9
3,763,1,10,0,47,9,9
3,726,2,6,0,49,9,9
3,706,3,2,0,45,9,9
3,669,1,10,0,43,9,9
3,663,2,10,0,43,9,9
3,637,3,1,0,34,9,9
3,600,1,10,0,31,9,9
3,561,1,10,0,20,9,9
3,521,1,10,0,10,9,9
3,515,2,10,0,10,9,15
3,503,1,10,0,30,9,17
3,473,2,10,0,30,9,17
3,427,3,3,0,37,9,17
3,423,4,3,0,37,9,17
3,414,1,10,0,25,9,17
3,414,1,15,0,20,9,17
3,373,2,13,0,22,9,17
3,349,3,2,0,33,9,17
3,306,4,1,0,34,9,17
3,298,1,10,0,13,9,17
3,271,2,4,0,19,9,17
3,265,3,4,0,19,9,17
3,258,4,4,0,19,9,17
3,250,1,10,0,27,9,17
3,212,2,4,0,33,9,17
3,176,3,1,0,36,9,17
3,136,4,1,0,36,9,17
3,123,1,10,0,17,9,17
3,85,2,9,0,18,9,17
3,37,3,8,0,19,9,17
4,900,4,13,0,14,9,17
4,890,1,10,0,44,9,17
4,852,2,4,0,50,9,17
4,833,3,1,0,47,9,17
4,789,4,1,0,47,9,17
4,767,4,10,0,44,9,17
4,760,1,10,0,23,9,17
4,756,2,10,0,23,9,17
4,720,1,10,0,35,9,17
4,711,2,10,0,35,9,17
4,707,3,10,0,35,9,17
4,666,4,6,0,39,9,17
4,656,1,10,0,13,9,17
4,614,2,3,0,20,9,17
4,569,1,10,0,24,9,17
4,531,2,9,0,25,9,17
4,486,1,10,0,37,9,17
4,444,2,4,0,43,9,17
4,400,1,10,0,50,9,17
4,354,2,5,0,45,9,17
4,310,1,10,0,28,9,17
4,266,2,9,0,27,9,17
4,215,3,7,0,25,9,17
4,218,3,12,0,30,9,17
4,213,4,4,0,22,9,17
4,165,1,7,0,7,9,17
4,159,2,7,0,7,9,17
4,152,3,5,0,5,9,17
4,139,1,10,0,4,9,17
4,135,1,10,0,16,9,17
4,130,2,9,0,17,9,17
4,120,3,5,0,21,9,17
4,116,1,10,0,40,9,17
4,90,2,19,0,31,9,17
4,66,3,6,0,44,9,17
4,62,1,10,0,43,9,17
4,57,2,10,0,43,9,17
4,39,3,6,0,39,9,17
4,22,1,10,0,32,15,17
4,13,1,10,0,39,15,17
