1,894,1,10,0,25,0,0
1,857,2,5,0,30,0,0
1,820,3,2,0,33,0,0
1,816,4,2,0,33,0,0
1,803,1,10,0,14,0,0
1,764,2,7,0,17,0,0
1,737,3,1,0,23,0,0
1,698,1,10,0,25,0,0
1,661,2,2,0,33,0,0
1,622,1,10,0,40,0,0
1,586,2,4,0,46,0,0
1,540,1,10,0,41,0,0
1,503,2,7,0,38,0,0
1,485,2,2,0,33,0,0
1,441,1,10,0,30,0,0
1,398,1,10,0,16,0,0
1,357,2,1,0,7,0,0
1,318,1,5,0,5,0,0
1,275,2,1,0,1,0,0
1,268,3,1,0,1,0,6
1,256,1,10,0,10,0,7
1,221,1,10,0,20,0,7
1,178,2,2,0,28,0,7
1,152,1,10,0,41,0,7
1,120,2,6,0,45,0,7
1,79,3,2,0,49,0,7
1,40,1,10,0,47,0,7
1,4,2,8,0,45,0,7
2,900,3,7,0,44,0,7
2,864,1,10,0,34,0,7
2,823,2,12,0,36,0,7
2,817,3,12,0,36,0,7
2,802,1,10,0,31,0,7
2,760,2,8,0,29,0,7
2,710,1,5,0,5,0,7
2,665,2,8,0,8,0,7
2,631,3,7,0,7,6,7
2,622,1,10,0,20,7,7
2,580,1,10,0,43,7,7
2,534,1,10,0,29,7,7
2,495,1,10,0,16,7,13
2,484,1,10,0,19,7,14
2,440,2,10,0,19,7,14
2,400,1,10,0,37,7,14
2,397,2,10,0,37,7,14
2,352,1,10,0,48,7,14
2,331,1,15,0,43,7,14
2,291,2,5,0,47,7,14
2,251,1,10,0,39,7,14
2,205,1,10,0,24,7,14
2,155,2,12,0,26,7,14
2,130,1,10,0,12,7,14
2,115,2,13,0,15,7,14
2,108,3,12,0,14,7,14
2,103,4,3,0,5,10,14
2,92,1,10,0,36,10,14
2,86,1,5,0,41,10,14
2,81,2,5,0,41,10,14
2,77,3,5,0,41,10,14
2,54,1,10,0,47,10,14
2,39,1,10,0,35,10,14
2,39,2,10,0,35,10,14
2,31,1,10,0,23,10,14
2,22,1,9,0,9,10,14
2,18,1,9,0,9,10,14
2,13,2,9,0,9,10,14
2,9,3,9,0,9,10,14
2,4,4,9,0,9,13,14
3,900,1,10,0,28,13,14
3,893,1,5,0,33,13,14
3,868,1,10,0,39,13,14
3,821,1,10,0,49,13,14
3,786,2,3,0,44,13,14
3,746,1,10,0,40,13,14
3,705,2,3,0,33,13,14
3,660,1,10,0,25,13,14
3,621,2,1,0,16,13,14
3,582,1,10,0,12,13,14
3,538,2,9,0,11,13,14
3,508,3,1,0,3,13,14
3,463,4,3,0,5,13,17
3,453,1,10,0,19,13,17
3,412,2,5,0,24,13,17
3,369,3,5,0,24,13,17
3,329,1,10,0,30,13,17
3,292,2,9,0,31,13,17
3,244,3,8,0,32,13,17
3,206,4,10,0,30,13,17
3,196,1,10,0,44,13,17
3,185,1,10,0,44,13,17
3,150,2,5,0,39,13,17
3,105,1,10,0,12,13,17
3,69,2,2,0,4,13,17
3,27,1,1,0,1,19,17
3,17,1,10,0,29,20,17
4,900,2,9,0,30,20,17
4,894,1,10,0,35,20,17
4,855,2,1,0,44,20,17
4,826,1,4,0,4,20,23
4,815,1,10,0,23,20,24
4,781,1,10,0,37,20,24
4,744,2,6,0,41,20,24
4,703,1,10,0,42,20,24
4,655,1,10,0,31,20,24
4,620,1,10,0,20,20,24
4,584,2,6,0,16,20,24
4,546,1,9,0,9,20,24
4,505,2,4,0,4,20,24
4,470,3,4,0,4,20,24
4,431,4,2,0,2,20,24
4,428,1,10,0,2,20,24
4,428,1,11,0,1,20,24
4,428,1,11,0,1,20,24
4,395,2,10,0,2,20,24
4,391,3,10,0,2,20,24
4,387,4,10,0,2,20,24
4,375,1,10,0,45,20,24
4,375,2,5,0,40,20,24
4,305,2,10,0,45,20,24
4,263,3,8,0,43,20,24
4,218,4,1,0,36,20,24
4,211,1,10,0,36,20,24
4,203,2,9,0,37,20,24
4,193,3,1,0,45,20,24
4,176,4,1,0,45,20,24
4,167,1,10,0,4,20,24
4,132,2,9,0,5,20,24
4,126,3,9,0,5,20,24
4,118,1,10,0,28,20,24
4,113,2,10,0,28,20,24
4,83,3,18,0,20,20,24
4,78,4,18,0,20,20,24
4,73,1,10,0,20,20,24
4,34,2,10,0,20,20,24
