1,900,1,10,0,25,0,0
1,865,2,6,0,29,0,0
1,831,1,10,0,48,0,0
1,788,2,3,0,45,0,0
1,746,1,10,0,41,0,0
1,707,1,10,0,29,0,0
1,673,2,8,0,27,0,0
1,624,3,4,0,23,0,0
1,599,3,9,0,28,0,0
1,593,4,9,0,28,3,0
1,588,1,10,0,25,3,0
1,556,2,7,0,28,3,0
1,523,1,10,0,44,3,0
1,516,2,10,0,44,3,0
1,473,3,9,0,45,3,0
1,436,4,17,0,37,3,0
1,428,1,10,0,25,3,0
1,382,1,10,0,36,3,0
1,344,2,2,0,44,3,0
1,308,1,10,0,48,3,0
1,262,1,10,0,37,3,0
1,222,2,8,0,35,3,0
1,178,3,10,0,37,3,0
1,125,4,3,0,30,3,0
1,121,1,10,0,38,3,0
1,115,2,10,0,38,3,0
1,73,3,11,0,37,3,0
1,67,4,11,0,37,3,0
1,59,1,10,0,23,3,0
1,53,2,10,0,23,3,0
1,7,3,5,0,28,3,0
2,900,4,14,0,19,3,0
2,889,1,10,0,42,3,0
2,854,2,5,0,47,3,0
2,808,3,6,0,46,3,0
2,805,4,6,0,46,3,0
2,794,1,10,0,16,3,0
2,749,2,10,0,16,3,0
2,743,3,10,0,16,3,0
2,699,4,4,0,22,3,0
2,692,1,10,0,41,3,0
2,659,2,1,0,50,3,0
2,622,1,10,0,46,3,0
2,577,1,10,0,35,3,0
2,545,2,8,0,33,3,0
2,501,3,1,0,26,3,0
2,457,1,5,0,5,3,0
2,433,1,15,0,15,3,0
2,428,2,15,0,15,3,0
2,387,3,13,0,13,3,0
2,382,4,13,0,13,3,3
2,373,1,10,0,20,3,3
2,332,1,10,0,33,3,3
2,289,2,10,0,33,3,3
2,285,3,10,0,33,3,3
2,243,4,7,0,36,3,3
2,236,1,10,0,11,3,3
2,204,2,6,0,15,3,3
2,201,3,6,0,15,3,3
2,179,1,10,0,21,3,3
2,152,2,8,0,23,3,3
2,120,3,7,0,24,3,3
2,115,4,7,0,24,3,3
2,107,1,10,0,27,3,3
2,101,1,10,0,38,3,3
2,66,2,5,0,43,3,3
2,63,3,5,0,43,3,3
2,58,4,3,0,45,3,3
2,51,1,10,0,12,3,3
2,48,2,10,0,12,3,3
2,41,1,10,0,31,3,3
2,34,2,9,0,33,3,3
2,25,1,10,0,15,3,3
2,12,1,4,0,4,3,3
2,9,2,4,0,4,3,3
2,5,3,4,0,4,3,6
2,3,1,10,0,25,3,6
3,900,1,10,0,25,3,6
3,864,2,11,0,24,3,6
3,860,3,11,0,24,3,6
3,845,4,20,0,15,3,6
3,835,1,10,0,50,3,6
3,799,1,10,0,39,3,6
3,766,2,10,0,39,3,6
3,725,3,15,0,44,3,6
3,716,4,15,0,44,3,6
3,707,1,10,0,5,3,6
3,670,2,6,0,9,3,6
3,630,1,10,0,18,3,6
3,583,2,9,0,19,3,6
3,580,3,9,0,19,3,6
3,576,4,9,0,19,3,6
3,576,4,14,0,14,3,6
3,569,1,10,0,46,3,6
3,528,2,1,0,45,3,6
3,491,3,5,0,49,3,6
3,453,1,10,0,40,3,6
3,409,2,17,0,47,3,6
3,369,3,16,0,46,3,6
3,338,4,13,0,43,3,6
3,330,1,10,0,19,3,6
3,289,2,9,0,20,3,6
3,244,3,3,0,26,3,6
3,240,4,3,0,26,3,6
3,232,1,10,0,22,3,6
3,187,1,10,0,33,3,6
3,141,3,9,0,34,3,6
3,109,4,16,0,27,3,6
3,99,1,10,0,36,3,6
3,53,1,10,0,50,3,6
3,20,1,20,0,40,3,6
4,900,1,10,0,25,3,6
4,850,1,10,0,11,3,6
4,845,1,1,0,1,3,6
4,800,2,1,0,1,3,6
4,796,3,1,0,1,3,6
4,796,3,6,0,6,3,6
4,791,3,6,0,6,3,6
4,762,3,11,0,11,3,6
4,758,4,11,0,11,3,9
4,754,1,10,0,25,3,9
4,747,1,10,0,42,3,9
4,741,2,10,0,42,3,9
4,700,3,10,0,42,3,15
4,683,1,10,0,25,3,15
4,661,1,10,0,36,3,15
4,656,2,10,0,36,3,15
4,653,3,10,0,36,3,15
4,650,4,10,0,36,3,15
4,642,1,10,0,25,3,15
4,601,1,10,0,48,3,15
4,557,2,18,0,40,3,15
4,516,3,7,0,49,3,15
4,469,4,1,0,43,3,15
4,469,4,6,0,48,3,15
4,460,1,10,0,1,3,15
4,460,1,10,0,1,3,15
4,429,2,3,0,8,3,15
4,424,1,10,0,23,3,15
4,396,2,2,0,31,3,15
4,357,1,10,0,36,3,15
4,336,2,6,0,40,3,15
4,326,1,10,0,37,3,15
4,323,2,10,0,37,3,15
4,292,3,3,0,30,3,15
4,287,1,10,0,25,3,15
4,256,1,5,0,5,9,15
4,252,1,10,0,25,10,15
4,209,2,10,0,25,10,15
4,160,1,10,0,11,10,15
4,161,1,5,0,6,10,15
4,157,2,4,0,5,10,15
4,157,2,9,0,10,10,15
4,150,3,2,0,3,10,15
4,144,1,1,0,1,10,21
4,139,1,10,0,25,10,22
4,120,2,2,0,33,10,22
4,99,1,10,0,37,10,22
4,98,2,10,0,37,10,22
4,80,3,4,0,31,10,22
4,68,1,10,0,22,10,22
4,67,2,10,0,22,10,22
4,59,1,7,0,7,10,22
4,54,2,7,0,7,10,22
4,47,3,7,0,7,10,22
4,43,1,10,0,20,10,22
4,20,2,11,0,19,10,22
